time_step,speech_signal
404,-10.20528
405,-11.298764
406,-11.962494
407,-10.549923
408,-12.427656
409,-13.584742
410,-13.604291
411,-14.221678
412,-15.1306305
413,-18.827362
414,-23.452953
415,-23.60149
416,-26.529997
417,-25.732822
418,-23.122528
419,-17.704412
420,-19.913946
421,-19.737356
422,-23.83935
423,-23.184494
424,-21.373285
425,-20.02096
426,-12.898379
427,-4.20483
428,-1.6830196
429,-5.51783
430,-7.8075104
431,-10.471857
432,-15.287912
433,-17.174286
434,-22.192001
435,-21.793476
436,-24.742638
437,-25.801672
438,-27.021801
439,-25.21906
440,-25.187347
441,-28.227072
442,-29.239576
443,-27.320778
444,-30.452501
445,-28.298883
446,-22.512276
447,-21.572094
448,-23.736994
449,-25.933538
450,-23.162111
451,-20.829025
452,-19.190308
453,-21.684114
454,-25.289143
455,-25.760586
456,-25.15806
457,-22.414448
458,-23.597939
459,-21.571012
460,-24.33652
461,-21.93007
462,-22.208826
463,-22.750809
464,-23.307785
465,-23.887539
466,-23.514074
467,-23.23053
468,-21.286997
469,-25.352554
470,-27.042267
471,-25.273014
472,-22.939932
473,-23.576393
474,-24.72891
475,-23.867163
476,-29.88725
477,-27.530851
478,-24.549513
479,-27.1364
480,-27.227276
481,-24.397924
482,-23.681362
483,-24.511885
484,-22.642134
485,-24.335356
486,-26.378536
487,-26.28317
488,-26.131124
489,-26.212158
490,-24.919111
491,-25.16126
492,-26.210571
493,-26.041899
494,-28.499235
495,-29.621895
496,-28.43527
497,-25.250637
498,-22.534348
499,-21.840004
500,-22.519476
501,-23.984552
502,-13.052717
503,-6.6408157
504,-6.4963207
505,-5.680561
506,-5.58226
507,-5.0431213
508,-5.111326
509,-5.77318
510,-7.3924484
511,-10.590645
512,-20.791342
513,-24.687687
514,-26.837706
515,-21.045086
516,-19.41668
517,-19.805336
518,-12.147533
519,-9.187292
520,-12.832165
521,-12.164743
522,-5.0650463
523,-9.808125
524,-18.729465
525,-20.540628
526,-22.729214
527,-23.504316
528,-23.355007
529,-12.402431
530,-6.220251
531,-6.050354
532,-5.118332
533,-5.3467007
534,-3.9085522
535,-4.5322533
536,-4.54125
537,-7.3217525
538,-9.453237
539,-17.608473
540,-22.236607
541,-26.871265
542,-26.460957
543,-22.119621
544,-21.923435
545,-18.870823
546,-26.174866
547,-24.854738
548,-23.514292
549,-18.296473
550,-21.804
551,-25.215296
552,-26.21141
553,-24.203318
554,-26.986835
555,-22.718506
556,-22.96748
557,-21.428879
558,-23.13549
559,-23.497267
560,-22.013075
561,-22.380518
562,-20.66764
563,-16.352104
564,-13.332348
565,-12.657954
566,-16.024193
567,-15.844723
568,-23.80771
569,-25.601667
570,-22.776876
571,-21.581825
572,-21.513351
573,-21.615042
574,-23.264261
575,-25.712278
576,-25.10652
577,-26.994213
578,-28.719584
579,-27.536482
580,-26.482206
581,-27.405699
582,-27.547087
583,-27.146358
584,-29.124886
585,-28.317638
586,-28.571121
587,-28.697176
588,-28.879969
589,-29.9565
590,-28.970976
591,-30.483423
592,-29.433708
593,-29.030357
594,-29.766453
595,-29.447563
596,-30.805277
597,-29.625853
598,-24.604528
599,-23.619438
600,-27.407509
601,-25.224436
602,-25.112753
603,-26.578846
604,-26.642513
605,-28.132917
606,-26.664352
607,-27.859459
608,-27.120735
609,-27.890944
610,-27.292835
611,-28.853405
612,-26.921988
613,-27.186314
614,-31.671196
615,-31.97675
616,-28.55185
617,-29.330418
618,-29.339046
619,-19.923738
620,-7.1683826
621,-7.270523
622,-4.772604
623,-3.5876293
624,-6.091486
625,-11.042305
626,-16.634308
627,-20.962585
628,-19.918884
629,-9.214201
630,-4.1056805
631,-5.141777
632,-5.6391582
633,-6.900118
634,-13.729041
635,-17.50805
636,-17.295334
637,-16.330647
638,-18.961983
639,-18.099678
640,-10.708969
641,-6.542696
642,-1.7486382
643,-3.3470097
644,-21.994799
645,-24.220043
646,-23.911064
647,-26.099588
648,-22.271782
649,-22.74464
650,-20.757336
651,-19.122654
652,-23.453465
653,-15.289825
654,-4.436987
655,-10.140759
656,-16.070436
657,-16.814934
658,-15.681613
659,-19.43644
660,-20.919037
661,-19.45892
662,-23.924088
663,-20.61739
664,-16.479372
665,-7.590725
666,-6.3733826
667,-16.017902
668,-19.351192
669,-19.545904
670,-5.348604
671,-4.066601
672,-4.728771
673,-15.860921
674,-21.833166
675,-22.062454
676,-20.193739
677,-23.41248
678,-24.725092
679,-15.064287
680,-4.9663944
681,-8.049473
682,-11.793753
683,-21.345398
684,-20.5086
685,-22.297312
686,-23.574177
687,-20.188625
688,-21.071602
689,-25.613321
690,-23.878233
691,-17.27287
692,-19.276762
693,-20.134834
694,-17.660122
695,-19.38261
696,-18.159645
697,-21.662771
698,-20.912031
699,-20.828058
700,-18.960556
701,-22.387589
702,-24.735674
703,-22.396187
704,-21.094126
705,-23.855322
706,-22.580246
707,-25.219057
708,-25.46916
709,-26.990337
710,-27.69171
711,-26.395151
712,-24.666527
713,-25.464428
714,-25.692097
715,-24.687222
716,-26.691128
717,-25.370607
718,-24.589424
719,-25.697546
720,-28.261782
721,-30.131159
722,-28.061089
723,-30.039803
724,-20.901352
725,-21.74286
726,-29.186752
727,-29.460249
728,-27.673216
729,-24.948805
730,-27.154348
731,-30.840202
732,-30.309
733,-30.065224
734,-25.402294
735,-23.122353
736,-23.070494
737,-26.394932
738,-26.951687
739,-25.710728
740,-24.49829
741,-27.720114
742,-31.01611
743,-29.08561
744,-29.739117
745,-28.485418
746,-30.357952
747,-31.318459
748,-29.813091
749,-29.476929
