time_step,speech_signal
353,-6.444827
354,-1.7825546
355,-6.722929
356,-14.631766
357,-14.982777
358,-20.929728
359,-7.753458
360,-9.541513
361,-14.192312
362,-16.968
363,-20.2367
364,-19.310947
365,-14.057399
366,-5.12072
367,-7.0655727
368,-7.2455425
369,-6.700611
370,-6.8448963
371,-4.8392916
372,-3.7876186
373,-11.576357
374,-7.2122517
375,-1.7254486
376,-10.084297
377,-17.778107
378,-16.729137
379,-18.803547
380,-13.810874
381,-10.656078
382,-13.598675
383,-20.787506
384,-19.009447
385,-16.372175
386,-13.929228
387,-20.641445
388,-14.609846
389,-7.5786285
390,-8.538746
391,-15.16816
392,-14.213875
393,-4.491478
394,-3.314188
395,-6.8731384
396,-6.6258726
397,-8.094112
398,-11.246591
399,-18.828312
400,-21.550974
401,-20.799778
402,-23.897215
403,-25.760612
404,-24.824095
405,-23.918137
406,-24.749168
407,-27.128494
408,-24.232143
409,-21.760069
410,-23.10482
411,-22.265875
412,-27.203854
413,-25.079418
414,-23.499102
415,-23.975666
416,-26.50385
417,-26.25943
418,-18.605837
419,-16.19051
420,-21.113777
421,-19.666716
422,-18.808613
423,-13.059966
424,-15.597273
425,-20.545658
426,-20.178244
427,-22.550632
428,-18.329464
429,-21.552708
430,-22.223976
431,-21.364649
432,-24.286491
433,-23.495205
434,-23.556162
435,-24.035292
436,-21.20761
437,-14.141555
438,-9.218025
439,-5.358185
440,-0.78263855
441,-4.52147
442,-4.2180157
443,-6.1739864
444,-14.038435
445,-21.09032
446,-4.3796883
447,-6.8753834
448,-14.67524
449,-17.877699
450,-15.933615
451,-10.265972
452,-7.6079807
453,-7.552306
454,-7.6712284
455,-7.4639416
456,-14.922365
457,-13.650894
458,-19.519907
459,-18.519287
460,-14.071768
461,-9.787929
462,-8.588176
463,-9.13447
464,-20.393436
465,-22.550365
466,-21.640923
467,-19.396578
468,-23.520672
469,-19.64504
470,-13.490168
471,-8.3674755
472,-8.415436
473,-14.412146
474,-16.806908
475,-14.99983
476,-8.915928
477,-5.988662
478,-7.79196
479,-8.52378
480,-12.33132
481,-12.049843
482,-18.860807
483,-16.103706
484,-2.00593
485,-4.661977
486,-5.816846
487,-11.214048
488,-18.045406
489,-22.376242
490,-22.970137
491,-21.812246
492,-20.669619
493,-21.822365
494,-23.227196
495,-24.559021
496,-23.91268
497,-22.448545
498,-23.459484
499,-25.475624
500,-24.90637
501,-22.395294
502,-22.50158
503,-23.09142
504,-24.874775
505,-20.814108
506,-5.2535133
507,-2.936636
508,-12.659117
509,-17.406065
510,-17.238884
511,-16.848803
512,-10.5308695
513,-2.8715496
514,-10.057794
515,-17.373447
516,-18.466597
517,-21.242056
518,-22.936497
519,-20.981588
520,-21.946812
521,-24.215382
522,-26.01873
523,-25.315638
524,-22.433475
525,-23.686615
526,-26.7818
527,-24.621317
528,-26.676071
529,-24.32799
530,-22.81483
531,-18.976377
532,-6.686303
533,-12.367812
534,-16.272802
535,-9.641251
536,-5.3529797
537,-4.8030415
538,-10.020878
539,-18.566633
540,-20.67212
541,-20.883118
542,-23.262478
543,-22.176104
544,-17.189684
545,-20.017477
546,-19.459627
547,-21.231411
548,-23.912928
549,-23.341606
550,-24.812267
551,-23.573593
552,-21.466795
553,-24.160423
554,-25.43404
555,-24.403383
556,-22.246677
557,-21.078072
558,-24.11525
559,-24.748116
560,-23.56561
561,-22.563946
562,-22.36043
563,-24.642307
564,-27.106787
565,-22.989677
566,-24.9878
567,-25.257282
568,-23.327057
569,-24.41014
570,-23.366821
571,-22.325642
572,-11.118239
573,-10.571645
574,-7.3928785
575,-9.19497
576,-21.80242
577,-22.744835
578,-22.79003
579,-22.290268
580,-24.528618
581,-3.440096
582,-1.3036423
583,-13.119496
584,-10.3954735
585,-9.618309
586,-17.044939
587,-15.911358
588,-2.416191
589,-3.065216
590,-4.4436398
591,-11.822223
592,-14.955429
593,-15.889161
594,-21.6242
595,-22.39349
596,-21.40471
597,-21.121563
598,-23.296225
599,-22.620457
600,-23.656208
601,-22.375998
602,-23.694515
603,-24.99584
604,-24.449682
605,-23.331877
606,-24.538425
607,-41.018715
