time_step,speech_signal
184,-17.55513
185,-18.696476
186,-20.572937
187,-16.2186
188,-16.843826
189,-23.722675
190,-24.068735
191,-24.571342
192,-26.894876
193,-22.795374
194,-22.38252
195,-21.890305
196,-15.639893
197,-14.034736
198,-8.02433
199,-5.2832794
200,-2.9400024
201,-1.6942406
202,-0.35473633
203,-0.4375515
204,-0.47194672
205,-1.5008774
206,-5.74893
207,-13.9473295
208,-19.702625
209,-25.04105
210,-27.13076
211,-28.180058
212,-27.015274
213,-26.443241
214,-28.281563
215,-28.205933
216,-28.039658
217,-28.862267
218,-28.438808
219,-27.264603
220,-28.013853
221,-27.74852
222,-28.384815
223,-28.750555
224,-27.20456
225,-24.330769
226,-19.859995
227,-20.348267
228,-20.646671
229,-17.696472
230,-22.666618
231,-21.619019
232,-26.009602
233,-25.80344
234,-22.046509
235,-8.4551735
236,-8.644096
237,-9.464283
238,-10.935393
239,-21.996983
240,-20.193878
241,-22.447786
242,-17.774311
243,-4.073719
244,-6.402012
245,-17.523476
246,-9.935179
247,-7.914009
248,-7.269045
249,-10.86339
250,-20.142971
251,-23.66287
252,-24.423897
253,-15.370782
254,-10.97663
255,-11.776652
256,-16.858833
257,-21.981726
258,-14.036952
259,-14.081564
260,-22.106176
261,-27.153711
262,-27.739637
263,-26.583538
264,-15.394991
265,-10.390224
266,-15.102493
267,-14.471753
268,-15.233917
269,-13.565086
270,-12.131606
271,-17.365913
272,-23.760616
273,-26.821732
274,-24.53051
275,-14.862741
276,-10.231094
277,-12.167636
278,-17.188663
279,-22.79739
280,-25.34663
281,-25.553167
282,-26.683975
283,-25.975075
284,-24.743729
285,-24.706568
286,-25.201338
287,-26.873524
288,-27.497581
289,-29.02455
290,-28.623928
291,-26.807045
292,-26.024746
293,-27.159714
294,-26.239914
295,-26.027494
296,-29.1842
297,-28.401184
298,-28.09119
299,-28.256323
300,-28.558426
301,-27.675173
302,-27.930546
303,-26.615757
304,-26.596094
305,-25.661072
306,-27.257025
307,-27.784422
308,-29.119364
309,-28.375153
310,-26.055815
311,-14.387305
312,-17.774399
313,-14.272142
314,-7.4590683
315,-6.5010815
316,-9.075409
317,-6.371401
318,-11.900755
319,-19.17055
320,-21.09171
321,-11.901194
322,-8.2481785
323,-13.138428
324,-20.811354
325,-18.428452
326,-8.735607
327,-8.597629
328,-8.300763
329,-6.0680428
330,-3.7251453
331,-2.9210358
332,-7.498663
333,-13.624648
334,-17.522034
335,-20.292255
336,-25.423828
337,-28.577604
338,-29.294197
339,-28.830976
340,-29.067572
341,-29.194328
342,-28.487968
343,-29.862186
344,-28.726261
345,-28.400946
346,-29.30387
347,-18.638252
348,-6.096882
349,-7.5604258
350,-25.3126
351,-26.688347
352,-27.428133
353,-27.573002
354,-26.42129
355,-13.717395
356,-11.561716
357,-11.111546
358,-9.923006
359,-22.547758
360,-27.811615
361,-27.621815
362,-23.221272
363,-16.191603
364,-18.731134
365,-24.67326
366,-24.744696
367,-26.148571
368,-28.429157
369,-29.369312
370,-29.924475
371,-29.101824
372,-27.791916
373,-29.73889
374,-29.340912
375,-26.810617
376,-27.35944
377,-25.006638
378,-26.744476
379,-25.15928
380,-27.504042
381,-23.401424
382,-27.108408
383,-26.485363
384,-25.453842
385,-28.037907
386,-29.50393
387,-26.654522
388,-25.643353
389,-21.126558
390,-22.170826
391,-22.600431
392,-23.213972
393,-26.612907
394,-25.098854
395,-10.203719
396,-17.801498
397,-24.283499
398,-17.16699
399,-13.100896
400,-20.477497
401,-25.413937
402,-26.70961
403,-27.942066
404,-18.401995
405,-7.630145
406,-7.3762035
407,-9.526406
408,-7.8662844
409,-8.401438
410,-14.789338
411,-23.173964
412,-11.293913
413,-6.9531937
414,-13.093033
415,-22.626217
416,-24.89172
417,-21.899807
418,-15.446523
419,-10.913206
420,-10.094964
421,-8.552505
422,-9.583812
423,-14.25879
424,-15.57188
425,-20.395052
426,-22.556822
427,-15.376923
428,-17.130684
429,-25.643274
430,-25.763256
431,-28.042368
432,-21.961422
433,-12.551619
434,-16.391066
435,-20.994843
436,-19.459873
437,-21.514416
438,-24.941515
439,-21.929203
440,-16.885103
441,-15.480709
442,-23.489876
443,-28.234436
444,-25.832964
445,-24.314861
446,-22.208323
447,-19.740091
448,-21.974623
449,-25.98521
450,-27.446985
451,-27.779694
452,-28.73135
453,-28.076603
454,-28.169994
455,-25.462688
456,-26.413261
457,-26.172688
458,-27.18523
459,-27.227585
460,-27.255344
461,-28.174215
462,-28.60685
463,-29.475983
464,-28.301828
465,-29.17174
466,-27.9143
467,-27.157906
468,-28.045788
469,-27.162617
470,-28.123005
471,-25.58421
472,-26.573648
473,-26.59672
474,-26.03931
475,-25.462082
476,-20.466177
477,-10.430447
478,-7.52396
479,-5.765337
480,-2.7558632
481,-3.0867844
482,-3.8312626
483,-5.4620857
484,-10.84403
485,-20.384579
486,-21.788872
487,-25.755638
488,-26.522331
489,-28.97031
490,-28.471249
491,-26.986664
492,-28.51561
493,-27.814503
494,-29.28151
495,-29.70142
496,-26.720366
497,-26.374315
498,-27.153168
499,-24.118721
500,-27.388918
501,-28.471247
502,-28.90607
503,-27.430801
504,-27.957756
505,-27.256714
506,-26.176924
507,-27.605562
508,-26.998486
509,-27.843163
510,-29.785877
511,-29.63089
512,-27.444384
513,-27.973078
514,-29.400095
515,-28.848984
516,-28.727087
517,-28.56237
518,-29.723942
519,-29.097054
520,-29.076828
521,-29.083534
522,-28.982742
523,-26.537645
524,-27.750418
525,-22.301365
526,-26.313316
527,-14.594
528,-10.389457
529,-18.70782
530,-21.356949
531,-19.146103
532,-6.864647
533,-6.0041294
534,-18.92805
535,-10.405582
536,-6.094475
537,-3.1685295
538,-2.9633598
539,-7.276107
540,-3.4200172
541,-5.383499
542,-17.466694
543,-10.10205
544,-7.786145
545,-12.094595
546,-20.299763
547,-19.979546
548,-22.875153
549,-19.259241
550,-10.509941
551,-6.935896
552,-6.9114323
553,-6.623495
554,-7.3874454
555,-16.613747
556,-24.114529
557,-23.7814
558,-24.550817
559,-13.731686
560,-5.909132
561,-6.5335197
562,-10.664574
563,-16.563248
564,-17.327473
565,-26.921705
566,-24.74522
567,-10.286064
568,-8.384257
569,-9.652982
570,-10.565057
571,-11.537558
572,-11.234872
573,-12.001802
574,-10.554301
575,-8.317585
576,-7.6949606
577,-7.474716
578,-9.439058
579,-17.379614
580,-21.464865
581,-22.005651
582,-25.875532
583,-25.184105
584,-27.36517
585,-26.874542
586,-24.12322
587,-21.426266
588,-10.633742
589,-1.6430912
590,0.0
591,-7.2721205
592,-12.696601
593,-19.946417
594,-14.266024
595,-8.570774
596,-8.778442
597,-9.006412
598,-15.2726755
599,-20.621815
600,-24.488653
601,-24.162037
602,-26.075594
603,-27.693264
604,-25.496801
605,-27.198114
606,-25.60401
607,-18.34765
608,-20.200813
609,-24.914928
610,-22.561686
611,-20.829159
612,-23.72388
613,-22.709808
614,-12.707421
615,-8.883538
616,-7.999506
617,-21.012087
618,-21.984577
619,-25.852036
620,-25.950283
621,-14.095288
622,-10.513188
623,-13.069723
624,-16.402607
625,-19.349884
626,-24.090265
627,-25.244213
628,-26.211514
629,-25.253357
630,-25.672775
631,-26.708635
632,-25.98153
633,-27.154505
634,-24.986141
635,-26.074596
636,-25.551754
637,-26.219799
638,-27.625538
639,-28.125074
640,-26.790789
641,-26.589636
642,-27.993813
643,-26.665892
644,-28.427307
645,-28.446846
646,-26.327763
647,-27.552706
648,-28.374256
649,-27.099615
650,-28.62679
651,-28.291897
652,-28.159025
653,-27.747417
654,-28.110027
655,-28.128155
656,-28.424618
657,-27.77588
658,-27.08223
659,-27.73359
660,-26.537975
661,-27.622364
662,-28.748295
663,-28.663689
664,-26.57895
665,-28.101917
666,-25.496666
667,-17.132563
668,-4.7200565
669,-3.5902596
670,-11.293656
671,-22.467676
672,-23.8123
673,-25.089407
674,-24.171656
675,-25.439411
676,-22.503471
677,-22.896675
678,-23.756598
679,-25.156607
680,-26.745474
681,-28.211681
682,-27.815678
683,-28.53476
684,-29.627195
685,-26.909811
686,-27.608839
687,-28.093185
688,-27.52877
689,-13.655739
690,-8.676562
691,-5.6514874
692,-6.6685085
693,-12.838368
694,-18.259396
695,-24.534466
696,-26.003267
697,-25.60599
698,-24.433208
699,-14.589464
700,-14.281692
701,-16.390217
702,-23.96262
703,-18.003866
704,-9.289653
705,-5.742405
706,-7.431177
707,-10.594387
708,-20.898655
709,-8.317067
710,-8.926026
711,-9.697948
712,-10.192755
713,-8.722282
714,-9.181097
715,-10.577879
716,-18.884716
717,-20.81663
718,-25.6361
719,-13.325572
720,-8.6001215
721,-6.617113
722,-9.938226
723,-8.739855
724,-12.863077
725,-22.341042
726,-24.760279
727,-19.963976
728,-9.826289
729,-15.964763
730,-19.419182
731,-24.05123
732,-20.461199
733,-23.769838
734,-26.567799
735,-28.177269
736,-29.541029
737,-28.913029
738,-28.81929
739,-29.209068
740,-29.324886
741,-29.27643
742,-29.309372
743,-28.489666
744,-26.823633
745,-26.542894
746,-29.299822
747,-27.906847
748,-29.043215
749,-28.058071
750,-29.731443
751,-27.973269
752,-28.363123
753,-28.132877
754,-29.174492
755,-18.927462
756,-22.407013
757,-15.714459
758,-10.632442
759,-12.775314
760,-21.341352
761,-23.55698
762,-18.684675
763,-7.2659473
764,-6.1160774
765,-7.671623
766,-9.901353
767,-13.920589
768,-15.687175
769,-13.488672
770,-12.973668
771,-12.129215
772,-10.689683
773,-10.926271
774,-8.527849
775,-9.562894
776,-11.995627
777,-14.585913
778,-17.842724
779,-18.006273
780,-16.170933
781,-19.029762
782,-14.191451
783,-17.939116
784,-17.555103
785,-20.249352
786,-20.785534
787,-22.238066
788,-20.651808
789,-19.822145
790,-22.757141
791,-23.224348
792,-17.775684
793,-23.278093
794,-23.283815
795,-25.249859
796,-26.947395
797,-26.262716
798,-24.512411
799,-21.878725
800,-22.318563
801,-17.959742
802,-18.742817
803,-16.028524
804,-10.337614
805,-11.074705
806,-16.306667
807,-20.423182
808,-23.090605
809,-21.805166
810,-14.812743
811,-4.5571003
812,-0.19186592
813,-6.2769165
814,-12.194275
815,-9.335005
816,-9.316951
817,-13.466553
818,-15.672829
819,-17.491627
820,-20.283829
821,-24.583675
822,-25.728222
823,-25.714142
824,-25.205242
825,-26.950117
826,-26.015604
827,-28.333298
828,-27.347471
829,-26.872044
830,-23.916143
831,-26.234669
832,-25.882801
833,-25.561066
834,-25.574032
835,-26.552296
836,-26.930502
837,-27.022467
838,-26.662876
839,-25.684677
840,-24.882517
841,-18.928238
842,-17.960825
843,-16.094898
844,-17.767563
845,-20.66308
846,-22.26687
847,-24.569365
848,-22.989971
849,-18.222084
850,-23.877792
851,-22.61135
852,-25.50919
853,-22.886024
854,-24.742167
855,-26.185562
856,-25.835934
857,-25.891203
858,-25.70832
859,-28.20475
860,-25.783833
861,-12.426917
862,-1.9698563
863,-3.1218967
864,-6.194805
865,-7.8804607
866,-9.644276
867,-13.958286
868,-11.110463
869,-13.784596
870,-16.68554
871,-19.737942
872,-13.722033
873,-11.950787
874,-15.162895
875,-17.741665
876,-21.283024
877,-24.130575
878,-14.830151
879,-19.713223
880,-24.917912
881,-24.359638
882,-22.816223
883,-25.705528
884,-22.022404
885,-21.24098
886,-26.308167
887,-25.789314
888,-23.998428
889,-24.836706
890,-25.853874
891,-25.483765
892,-24.81809
893,-25.093622
894,-25.641193
895,-24.86431
896,-25.259481
897,-26.281086
898,-26.415615
899,-26.388775
900,-29.368477
901,-28.584843
902,-28.479292
903,-27.257332
904,-28.907063
905,-29.692884
906,-26.931309
907,-28.318338
908,-28.85707
909,-27.196999
910,-29.129887
911,-29.626173
912,-28.692616
913,-27.605858
914,-28.5547
915,-26.386562
916,-27.559696
917,-27.096807
